Location,Latitude,Longitude
400071,19.06538257,72.89095207
,19.06064176,72.91402513
,19.05115973,72.91015573
,19.03950963,72.90886593
,18.99913439,72.9110156
,18.99710181,72.89568133
,19.02460716,72.8979743
,19.02989092,72.90399336
,19.03368428,72.90485323
,19.03314238,72.89654119
,19.03991605,72.89539471
,19.04262544,72.90542647
,19.04479292,72.90427998
,19.04601211,72.89310173
,19.05319164,72.88163686
