Location,Latitude,Longitude
400043,19.07520538,72.92345554
,19.05995454,72.94053585
,19.06790462,72.95933277
,19.04819097,72.96268017
,19.0318017,72.95658619
,19.05143617,72.9367593
,19.0482721,72.92826206
,19.05184182,72.92002231
,19.05200408,72.92036564
,19.06052242,72.90792019
