Location,Latitude,longitude
400088,19.0571829,72.91264545
,19.04574366,72.90904056
,19.04079452,72.94045459
,19.02992213,72.94268619
,19.0241611,72.95204173
,19.03154492,72.95701991
,19.05101717,72.9368497
,19.04907004,72.92689334
