Location,Latitude,Longitude
400089,19.06694335,72.88187037
,19.07412248,72.89135466
,19.0746903,72.8965045
,19.07177003,72.89925108
,19.07172947,72.90504466
,19.07014763,72.91002284
,19.06479361,72.91203986
,19.05996673,72.90749083
,19.06426631,72.8962041
