Location,Latitude,Longitude
400074,19.05386915,72.8823937
,19.04764969,72.89308595
,19.04580324,72.89915175
,19.04327648,72.90521754
,19.03977784,72.89473091
,19.03268314,72.89647868
,19.03443255,72.9048063
,19.02976742,72.90511473
,19.02422741,72.8977124
,18.99934371,72.89534777
,19.00449572,72.88383304
,19.02335266,72.877356
